path,size_bytes,sha256,responsibility,action
research/experiments/specs/candidates/ema500_contextual_tp_extreme_rsi_lb_sweep/ema500_lb70_sl6p5_both_a40_n20_c10_rsi14_lb40.json,3745,b72ac80323961c8eed1ab7ca1ae29fca1ce6f7ab985aeaa8a25d0b8073358d5e,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_contextual_tp_extreme_rsi_lb_sweep/ema500_lb70_sl6p5_both_a40_n20_c6p5_rsi14_lb40.json,3750,91872e186d615318848e5db06b51cee4279674035cd2abcbde04e8c1f0127256,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb70_sl6p5_tp6p5.json,2648,f075b19947677511cf128cf6a09bf977101399860768309ff3b210dd7332c57e,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb70_sl6_tp6.json,2632,bac043baaf05397d2afffb2f26d2cd5864845cb5b5a300e82df727c09ef8c776,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb70_sl7_tp7.json,2632,2eb913a000ede65092384d0b8ba333310921afdfd36cabbfbf1908782ec3e51d,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb60_sl6p5_tp6p5.json,2648,5e792f1a007e016bb9e08ab8a4498984127ab7e557e7fd8ddcc57f2d32148d9e,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb50_sl6p5_tp6p5.json,2648,1d27e6876c9e40e83b9fc8a6499b11a7db5cb529f35a82c3bc257719696063af,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb85_sl7_tp7.json,2632,17b6a8880cd812bbf6c1a146a438a65eaa75f9e33979c89300e35667c9201305,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb85_sl6_tp6.json,2632,98a0db3c4222c9718c2f593b2c9ff79b2d1f66b3229fcfad61b6d8167f29b6b8,experiment_orchestration,port_replace_strategy_call
research/experiments/specs/candidates/ema500_deep_lb_atr_sweep/ema500_lb100_sl6p5_tp6p5.json,2652,34d27309ded355189ae66b9f3e4a2c724a4eb4694280e66c4709cbed0a770426,experiment_orchestration,port_replace_strategy_call
