rail,current_width,recent_width,width_lookback,candidates,mean_pf,median_pf,max_pf,mean_pnl,median_pnl,max_pnl,mean_wr_pct,median_wr_pct,mean_trades,median_trades,pf_ge_1_18,both_sides_pf_gt_1,accepted,strict_symmetric,mean_gap,mean_dd_pct
2.35,2.25,2.85,50,1,1.2677222197698998,1.2677222197698998,1.2677222197698998,4169.13594793574,4169.13594793574,4169.13594793574,57.24137931034483,57.24137931034483,145.0,145.0,1,1,0,0,0.45225051769352054,-19.40203054053109
2.35,2.3,2.65,20,1,1.3643306207553525,1.3643306207553525,1.3643306207553525,6550.260584268111,6550.260584268111,6550.260584268111,60.0,60.0,170.0,170.0,1,1,1,0,0.24665489432346277,-19.030338161798266
2.35,2.3,2.65,35,1,1.1545446858774566,1.1545446858774566,1.1545446858774566,3238.5970326633296,3238.5970326633296,3238.5970326633296,57.92349726775956,57.92349726775956,183.0,183.0,0,1,0,0,0.08443489495210588,-20.725703244633298
2.35,2.3,2.65,50,1,1.1656123417127224,1.1656123417127224,1.1656123417127224,3732.6700854481596,3732.6700854481596,3732.6700854481596,57.97872340425532,57.97872340425532,188.0,188.0,0,1,0,0,0.02266563763134699,-19.030338161798323
2.35,2.3,2.75,20,1,1.4347975311390617,1.4347975311390617,1.4347975311390617,6816.125646186411,6816.125646186411,6816.125646186411,59.73154362416108,59.73154362416108,149.0,149.0,1,1,0,0,0.5792609916134348,-17.273447576927992
2.35,2.3,2.75,35,1,1.3446903336295521,1.3446903336295521,1.3446903336295521,6331.327125221177,6331.327125221177,6331.327125221177,59.25925925925925,59.25925925925925,162.0,162.0,1,1,1,0,0.1938216166693727,-17.27344757692826
2.35,2.3,2.75,50,1,1.2356436723699793,1.2356436723699793,1.2356436723699793,4700.488391124096,4700.488391124096,4700.488391124096,58.08383233532935,58.08383233532935,167.0,167.0,1,1,1,0,0.14987588842191157,-19.09463507297583
2.35,2.3,2.85,20,1,1.201374058580385,1.201374058580385,1.201374058580385,2602.8193267820984,2602.8193267820984,2602.8193267820984,55.55555555555556,55.55555555555556,126.0,126.0,1,1,0,0,0.6638634390510596,-19.402030540531168
2.35,2.3,2.85,35,1,1.2084230350244547,1.2084230350244547,1.2084230350244547,3022.0930955738922,3022.0930955738922,3022.0930955738922,56.20437956204379,56.20437956204379,137.0,137.0,1,0,0,0,0.8067642582565849,-19.402030540530856
2.35,2.3,2.85,50,1,1.2677222197698998,1.2677222197698998,1.2677222197698998,4169.13594793574,4169.13594793574,4169.13594793574,57.24137931034483,57.24137931034483,145.0,145.0,1,1,0,0,0.45225051769352054,-19.40203054053109
