candidate_id,favorite_id,run_kind,adx,profile,trades,pnl,pf,wr,dd_abs,long_trades,short_trades,long_pnl,short_pnl,long_pf,short_pf,gap,high_mfe_high,high_mfe_low,signal_exit_winners,signal_exit_giveback_failures,sl_low_mfe,sl_bad,branch,setup
phase3b_old_relaxed_base_4_10_initial_control_fee04,old_relaxed_base_4_10,initial,,initial_control,357,2285.663873551711,1.1215288368116865,34.73389355742297,19.89512993301126,202,155,2451.7888303712675,-166.1249568195567,1.2484170540694675,0.9814135005188607,0.2670035535506068,41.0,11.0,,,143.0,233.0,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_no_signal_fee04,old_relaxed_base_4_10,managed,40.0,runner_no_signal,121,-3302.387257142879,0.847990670875398,27.27272727272727,43.03519059653645,71,50,4966.145799999987,-8268.533057142866,1.4522458437495855,0.23039191178673837,1.2218539319628472,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_rsi85_15_fee04,old_relaxed_base_4_10,managed,40.0,runner_rsi85_15,356,10367.798354285862,1.1287992786143777,33.70786516853933,50.41057705874685,201,155,10553.123560000207,-185.32520571434443,1.2434584133899933,0.9950113083637606,0.24844710502623268,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_rsi90_10_fee04,old_relaxed_base_4_10,managed,40.0,runner_rsi90_10,352,21734.806291428704,1.2677010867451708,32.67045454545455,55.440355613272885,198,154,14271.763200000189,7463.043091428514,1.32225184714383,1.2022342013707537,0.12001764577307639,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_ema100_200_fee04,old_relaxed_base_4_10,managed,40.0,runner_ema100_200,347,8292.268074285852,1.1058874642593677,33.71757925072046,42.20334683598702,196,151,6723.296600000208,1568.971474285644,1.1574090179255987,1.0440724627607343,0.1133365551648644,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_rsi85_15_plus_ema100_200_fee04,old_relaxed_base_4_10,managed,40.0,runner_rsi85_15_plus_ema100_200,356,3483.986274285875,1.043588297214898,33.98876404494382,50.15598537047815,201,155,3056.266360000219,427.71991428565576,1.0704984246008753,1.0116936429123626,0.058804781688512664,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx40_runner_rsi90_10_plus_ema100_200_fee04,old_relaxed_base_4_10,managed,40.0,runner_rsi90_10_plus_ema100_200,352,10949.993382857294,1.1388243723273157,33.80681818181818,52.8989578586712,198,154,5094.078600000208,5855.914782857086,1.118524395992809,1.1631290576009616,0.044604661608152574,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx45_runner_no_signal_fee04,old_relaxed_base_4_10,managed,45.0,runner_no_signal,152,984.5267714285285,1.0339501446015629,30.92105263157895,51.0491669060022,90,62,5727.063999999985,-4742.537228571457,1.3822154897639998,0.6616178858051862,0.7205976039588136,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx45_runner_rsi85_15_fee04,old_relaxed_base_4_10,managed,45.0,runner_rsi85_15,357,12017.486205714393,1.1499504018171511,34.45378151260504,47.982688746482935,202,155,9708.299720000177,2309.1864857142155,1.2249618953472137,1.0624310864629778,0.16253080888423588,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx45_runner_rsi90_10_fee04,old_relaxed_base_4_10,managed,45.0,runner_rsi90_10,356,16242.128422857251,1.1999991635473275,33.70786516853933,51.0491669060022,202,154,7654.721480000175,8587.406942857075,1.1721349562910395,1.2337238571353288,0.06158890084428936,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
